Column1,Column2,Column3,Column4
0.71,1.15,0.84,1.09
0.62,0.94,0.99,0.93
0.68,1.05,1.05,0.86
0.69,1.08,0.94,0.9
0.6,0.81,1.0,1.12
0.61,1.02,1.12,0.97
0.6,1.1,1.02,1.19
0.6,0.83,1.09,0.92
0.6,0.98,0.81,0.85
0.67,0.81,1.11,1.14
0.75,0.96,0.83,0.82
0.83,0.89,0.92,1.15
0.72,0.87,1.15,1.14
0.86,0.95,1.1,0.81
0.9,0.83,0.85,1.11
0.85,1.17,1.13,1.02
0.74,1.1,0.83,1.08
0.67,1.1,0.82,1.14
0.6,0.92,1.05,0.96
0.64,0.84,0.98,0.93
0.6,0.92,0.88,1.2
0.68,0.85,0.84,1.11
0.6,1.03,1.14,0.87
0.66,1.11,0.88,0.97
0.73,1.07,1.04,1.01
0.78,0.83,0.85,1.06
0.75,0.94,1.02,1.02
0.69,1.03,1.0,0.86
0.78,0.99,0.87,1.18
0.79,0.87,0.85,1.19
0.64,0.91,1.11,1.08
0.6,1.08,0.99,1.12
0.6,1.01,0.92,1.19
0.68,0.93,1.06,1.02
0.71,0.97,1.08,1.13
0.6,0.88,1.01,0.98
0.65,1.04,0.92,0.94
0.66,0.89,1.14,0.88
0.64,1.09,1.13,1.14
0.65,1.04,1.01,0.92
0.62,1.07,1.14,0.91
0.63,1.07,1.02,1.03
0.61,0.99,1.01,1.05
0.6,0.9,1.14,0.92
0.6,0.87,0.87,1.14
0.6,1.02,1.17,0.8
0.6,1.05,0.81,0.97
0.66,1.05,1.01,1.1
0.77,1.15,0.92,1.18
0.89,1.17,1.02,1.1
0.81,0.83,1.05,1.14
0.83,0.83,0.96,0.81
0.95,1.2,1.2,1.04
1.03,1.03,1.07,0.9
1.0,1.06,0.83,1.03
1.03,1.14,1.1,1.07
1.02,0.9,0.89,1.03
1.18,0.88,1.19,1.12
1.36,1.01,1.11,1.14
1.25,1.01,0.83,0.99
1.4,0.83,0.84,1.04
1.4,0.88,1.18,1.01
1.4,0.92,1.01,0.93
1.4,0.85,0.95,0.82
1.4,1.01,0.92,0.87
1.4,0.99,0.96,1.15
1.4,0.91,1.06,0.89
1.4,1.15,0.8,0.86
1.4,1.0,1.02,0.98
1.18,0.89,1.05,0.92
1.2,0.87,0.95,0.86
1.16,1.04,1.2,1.17
1.08,1.03,1.19,0.84
1.21,1.04,1.02,0.82
1.04,1.06,0.82,1.12
1.11,0.84,0.99,0.86
0.91,0.87,0.93,0.92
0.83,1.02,0.98,0.86
0.7,0.91,1.01,0.97
0.6,1.04,0.96,1.1
0.62,1.03,0.89,1.02
0.6,0.93,0.82,1.19
0.67,0.87,1.13,1.04
0.6,0.85,0.85,0.94
0.6,0.8,0.81,1.01
0.69,0.84,0.85,0.8
0.73,1.04,0.86,0.9
0.64,0.89,0.83,0.96
0.67,0.86,0.82,1.1
0.6,0.91,1.11,0.95
0.68,0.81,0.97,1.01
0.75,0.88,1.17,1.08
0.7,1.12,0.9,1.18
0.77,0.85,1.2,1.11
0.81,0.92,1.17,1.19
0.77,0.86,1.13,1.04
0.76,0.9,0.96,1.0
0.73,0.86,1.18,0.82
0.79,1.14,1.06,0.91
0.68,1.0,1.12,1.01
0.6,0.92,0.97,0.85
0.65,0.97,0.87,1.07
0.6,0.9,1.07,0.8
0.6,1.13,1.14,1.06
0.63,1.04,1.18,1.16
0.6,0.93,0.93,0.96
0.6,1.17,1.02,1.2
0.6,1.08,1.02,1.13
0.6,0.97,1.03,1.12
0.6,1.01,0.87,0.8
0.64,0.8,1.11,1.03
0.7,0.97,1.08,1.04
0.8,1.07,1.19,0.93
0.84,0.99,1.0,1.0
0.84,0.98,0.83,1.06
0.76,0.83,1.07,1.06
0.68,1.06,0.95,1.16
0.81,1.03,1.17,0.85
0.72,1.13,0.87,0.84
0.79,0.99,1.15,0.82
0.67,0.82,0.95,1.14
0.74,1.15,1.19,0.94
0.6,1.06,1.04,1.04
0.68,1.16,1.12,0.87
0.69,0.92,0.95,1.01
0.83,0.86,0.83,0.84
0.69,1.07,0.81,1.06
0.79,1.16,0.94,0.87
0.8,0.83,1.14,0.84
0.86,1.03,0.81,1.02
0.7,1.09,1.1,0.83
0.63,1.19,0.91,0.91
0.61,0.81,1.01,1.12
0.6,1.17,0.85,1.02
0.64,1.01,0.94,0.81
0.6,0.98,1.1,0.9
0.69,1.05,0.87,1.1
0.62,1.15,0.83,1.0
0.7,0.88,1.17,1.2
0.6,1.11,0.86,0.87
0.6,0.88,0.81,1.17
0.68,1.14,1.14,1.2
0.63,1.15,0.86,1.09
0.7,0.91,0.96,0.87
0.64,1.05,1.14,1.0
0.71,1.1,0.82,1.09
0.69,0.94,1.16,0.99
0.82,1.09,0.84,1.01
0.71,0.93,1.01,1.1
0.73,1.0,0.84,0.81
0.84,0.96,1.01,1.1
0.93,0.92,0.99,1.08
1.11,0.8,1.11,0.88
1.3,1.14,1.15,1.0
1.15,1.05,0.82,1.04
0.97,0.97,1.07,1.02
1.05,1.08,1.19,0.95
1.02,0.8,0.92,0.88
1.07,1.08,0.97,1.07
0.87,0.94,0.92,0.88
0.78,1.18,0.86,1.18
0.82,1.06,1.06,1.19
0.79,0.89,1.11,1.18
0.91,0.97,1.05,0.84
0.92,1.05,1.17,1.03
0.81,1.11,0.88,1.01
0.79,0.84,1.09,0.96
0.63,0.89,1.18,0.92
0.66,1.19,1.17,0.84
0.75,0.99,0.92,0.91
0.83,1.02,0.8,0.82
0.72,1.01,1.07,1.18
0.71,0.98,1.18,1.06
0.77,1.12,1.06,0.98
0.69,0.93,1.12,0.9
0.72,1.03,0.86,0.93
0.74,1.02,0.81,1.09
0.68,1.14,1.02,0.91
0.72,0.83,0.95,0.91
0.7,0.9,0.97,1.16
0.62,1.12,1.13,1.07
0.6,1.08,0.84,0.97
0.62,0.8,1.0,0.9
0.68,1.01,0.96,0.86
0.78,0.9,0.85,0.85
0.81,1.03,1.03,1.17
0.74,0.93,1.19,0.97
0.65,0.9,1.1,1.04
0.6,0.96,0.82,1.03
0.67,1.01,1.1,1.08
0.8,0.91,1.2,1.03
0.78,0.97,1.03,0.93
0.78,0.81,1.09,1.16
0.85,0.83,0.86,1.06
0.71,1.02,0.95,1.12
0.85,0.84,0.88,0.98
0.72,0.9,0.97,1.02
0.66,0.97,1.0,1.03
0.76,1.05,0.86,0.81
0.82,1.07,0.87,1.09
0.66,0.82,0.86,1.11
0.6,1.04,0.9,0.87
0.67,0.8,1.08,1.01
0.6,1.08,1.08,1.06
0.6,0.93,0.84,1.15
0.6,0.95,0.95,1.19
0.68,0.86,0.86,0.94
0.6,0.81,1.13,0.88
0.63,1.1,1.16,0.99
0.6,0.8,1.0,1.14
0.6,1.04,1.15,0.89
0.71,1.16,1.11,0.96
0.76,0.95,1.04,0.81
0.64,0.98,1.17,0.86
0.6,1.09,1.2,1.04
0.6,0.95,0.93,0.93
0.65,0.92,1.03,0.94
0.6,1.11,0.85,1.01
0.62,0.95,0.92,0.94
0.73,1.07,1.05,0.97
0.84,0.88,0.95,0.88
0.76,0.88,0.9,0.81
0.62,1.19,1.08,0.89
0.67,1.0,0.94,1.11
0.76,1.18,0.99,1.14
0.71,1.08,1.01,1.12
0.85,0.99,0.99,1.0
0.89,0.93,0.9,0.99
0.75,1.15,1.18,1.18
0.76,0.96,1.05,1.08
0.84,0.84,1.1,1.02
0.76,1.16,1.13,1.07
0.75,1.06,1.08,1.03
0.63,1.18,1.03,1.16
0.66,1.12,1.02,0.87
0.6,1.14,0.82,0.89
0.7,1.06,1.06,0.97
0.72,1.14,1.15,0.96
0.69,0.83,0.95,0.96
0.61,0.92,0.85,1.04
0.6,0.95,1.17,0.89
0.61,0.83,0.84,1.08
0.67,0.95,1.12,0.84
0.73,1.17,0.96,1.13
0.61,0.9,0.82,0.98
0.6,1.12,1.2,1.18
0.6,0.89,0.94,1.1
0.6,0.89,0.83,1.02
0.69,1.02,0.93,1.08
0.61,0.83,1.03,0.85
0.6,1.16,0.97,1.07
0.6,0.82,1.1,1.05
0.68,1.2,0.94,1.08
0.73,0.91,0.92,0.92
0.61,0.84,1.18,0.83
0.6,0.84,0.99,0.87
0.68,1.13,1.05,0.95
0.67,0.83,1.0,0.88
0.6,0.82,1.19,1.12
0.6,0.82,0.99,0.99
0.72,0.99,1.19,0.96
0.76,0.83,1.17,1.14
0.61,1.19,0.96,0.88
0.6,1.0,1.13,1.16
0.7,1.13,0.93,1.0
0.6,0.97,0.83,0.9
0.6,1.09,0.85,0.83
0.6,0.99,1.18,1.11
0.6,0.89,0.83,1.11
0.62,0.84,0.85,1.1
0.64,0.87,1.1,1.09
0.6,1.17,1.14,0.94
0.67,1.0,1.11,1.03
0.62,0.9,0.92,1.04
0.67,1.07,1.01,0.82
0.73,0.9,1.07,0.96
0.84,0.87,1.18,1.05
0.91,0.89,1.17,1.01
0.75,0.82,1.13,1.0
0.8,1.15,0.91,1.08
0.79,0.84,1.12,1.04
0.91,0.9,1.18,0.93
0.92,0.9,0.94,1.0
1.06,1.04,0.82,1.03
1.06,0.82,0.89,1.03
1.02,0.84,1.01,0.93
0.93,0.95,1.13,0.84
0.75,1.0,0.82,1.04
0.73,0.82,1.17,0.86
0.74,0.81,1.07,0.96
0.83,1.05,1.05,0.96
0.75,1.18,0.93,1.02
0.76,1.09,0.86,1.04
0.8,0.98,1.16,0.98
0.67,0.97,1.01,1.15
0.6,1.03,1.11,0.87
0.69,1.13,1.08,0.98
0.68,1.03,0.89,1.07
0.76,0.85,0.92,1.05
0.78,1.18,0.81,1.16
0.78,1.01,0.98,0.92
0.66,0.94,1.02,1.11
0.73,1.13,1.07,1.17
0.73,1.15,1.19,1.12
0.81,0.9,0.8,1.01
0.87,1.13,0.95,0.97
0.84,1.02,1.18,0.8
0.96,0.9,1.04,0.81
0.92,0.81,0.96,1.07
0.82,1.11,0.94,1.05
0.73,1.1,1.03,1.07
0.75,1.15,1.1,1.2
0.65,1.01,1.08,0.89
0.63,0.88,1.09,0.87
0.71,0.96,1.03,1.11
0.78,1.17,1.12,0.97
0.78,1.13,1.09,1.07
0.72,1.12,1.11,0.95
0.73,1.0,1.01,1.08
0.86,0.97,0.85,0.94
0.83,1.1,0.92,1.15
0.72,0.87,1.04,0.93
0.8,1.01,1.16,1.07
0.87,1.13,0.81,1.19
0.8,0.93,0.93,1.0
0.96,1.02,0.95,1.03
1.12,0.83,1.13,0.81
1.09,0.85,1.17,0.91
0.91,0.81,0.85,0.96
0.75,0.88,0.9,1.17
0.88,0.94,0.84,0.95
0.8,1.05,1.09,0.96
0.71,1.1,1.02,1.16
0.6,1.13,0.91,0.84
0.6,0.91,1.15,0.82
0.6,1.01,0.97,1.06
0.72,1.03,1.04,0.93
0.68,0.88,0.82,1.04
0.6,0.83,0.96,1.09
0.65,1.15,1.05,1.05
0.6,0.89,1.1,1.12
0.72,1.2,1.0,1.02
0.85,0.98,0.86,0.97
0.76,0.96,0.86,1.02
0.75,0.99,0.88,1.06
0.76,0.82,1.16,0.98
0.61,0.83,1.13,0.97
0.64,0.98,1.07,0.84
0.6,0.94,1.01,0.94
0.6,1.1,0.86,0.95
0.6,0.9,0.9,0.86
0.63,1.19,1.14,0.88
0.67,1.04,0.85,1.14
0.75,1.16,1.1,0.96
0.76,1.11,1.1,0.94
0.73,0.83,1.14,0.82
0.86,0.94,1.05,1.11
0.71,1.07,0.81,1.1
0.67,0.9,0.98,1.14
0.6,0.85,0.85,1.13
0.7,1.16,1.15,1.0
0.79,0.88,0.94,0.99
0.77,1.05,1.2,0.92
0.64,1.1,0.86,1.13
0.64,1.05,0.92,0.98
0.6,0.89,0.86,1.05
0.6,0.84,1.07,1.15
0.6,0.88,1.16,0.82
0.71,0.9,1.01,1.0
0.6,0.97,1.18,0.97
0.71,1.19,1.18,1.12
0.82,1.14,1.04,1.02
0.82,1.02,0.82,0.91
0.82,0.98,0.92,1.06
0.84,0.95,0.84,0.9
0.85,0.83,1.19,0.85
0.73,1.11,0.93,0.9
0.74,0.83,0.97,1.08
0.83,0.94,1.15,1.16
